"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X240","2020-02-07 00:00:00","394.000","173.000","0.600","14.000","0.960","975.100","","0.000","-99.000","-99.000","-99.000","20.300","","11.800",""
"C0S990","2020-02-07 00:00:00","409.000","346.000","1.700","19.100","0.840","973.900","","0.000","-99.000","-99.000","-99.000","20.300","","16.300",""
"C0E850","2020-02-07 00:00:00","104.000","294.000","0.300","16.200","0.950","1008.300","","0.000","-99.000","-99.000","-99.000","24.100","","9.300",""
"C0T9B0","2020-02-07 00:00:00","558.000","284.000","1.600","15.700","0.860","957.200","","0.000","-99.000","-99.000","-99.000","19.500","","12.800",""
"C0G650","2020-02-07 00:00:00","34.000","0.000","0.000","17.800","0.990","1016.200","","0.000","-99.000","-99.000","-99.000","25.800","","12.700",""
"C0K580","2020-02-07 00:00:00","26.000","357.000","1.500","16.600","0.990","1018.600","","0.000","-99.000","-99.000","-99.000","23.500","","12.300",""
"C0X050","2020-02-07 00:00:00","25.000","33.000","2.200","17.300","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","24.000","","12.300",""
"CM0100","2020-02-07 00:00:00","25.000","17.000","1.500","17.000","0.830","1017.900","","0.000","-99.000","-99.000","-99.000","25.200","","16.000",""
"C0Z220","2020-02-07 00:00:00","589.000","275.000","1.700","14.400","1.000","954.300","","0.000","-99.000","-99.000","-99.000","17.200","","12.100",""
"C0D560","2020-02-07 00:00:00","147.000","301.000","3.100","16.600","0.900","1004.000","","0.000","-99.000","-99.000","-99.000","26.600","","15.000",""
"C0I380","2020-02-07 00:00:00","258.000","0.000","0.200","16.000","0.990","989.500","","0.000","-99.000","-99.000","-99.000","23.500","","11.700",""
"C0Z020","2020-02-07 00:00:00","211.000","163.000","0.900","16.400","0.990","995.300","","0.000","-99.000","-99.000","-99.000","23.200","","14.200",""
"C0Z190","2020-02-07 00:00:00","62.000","311.000","1.300","18.400","0.970","1012.400","","0.000","-99.000","-99.000","-99.000","21.400","","16.300",""
"C0C710","2020-02-07 00:00:00","143.000","308.000","1.800","16.400","0.990","1004.100","","0.000","-99.000","-99.000","-99.000","24.400","","14.700",""
"C0D360","2020-02-07 00:00:00","523.000","0.000","0.000","15.200","0.990","958.700","","1.000","-99.000","-99.000","-99.000","24.000","","11.600",""
"C0B010","2020-02-07 00:00:00","38.000","256.000","3.000","18.500","0.930","1013.000","","3.000","-99.000","-99.000","-99.000","20.000","","15.200",""
"C0R490","2020-02-07 00:00:00","49.000","358.000","1.800","18.000","0.930","1013.200","","0.000","-99.000","-99.000","-99.000","23.700","","14.600",""
"C0V440","2020-02-07 00:00:00","27.000","330.000","1.100","17.600","0.880","1016.100","","0.000","-99.000","-99.000","-99.000","24.200","","14.100",""
"C0SA40","2020-02-07 00:00:00","200.000","0.000","0.100","15.800","0.960","997.900","","0.000","-99.000","-99.000","-99.000","24.200","","14.600",""
"C0Z280","2020-02-07 00:00:00","224.000","143.000","0.700","16.400","0.990","995.900","","0.000","-99.000","-99.000","-99.000","25.100","","14.200",""
"C0Z070","2020-02-07 00:00:00","247.000","0.000","0.000","16.900","0.990","991.500","","0.000","-99.000","-99.000","-99.000","24.500","","14.100",""
"CM0180","2020-02-07 00:00:00","313.000","0.000","0.100","15.200","0.900","984.500","","0.000","-99.000","-99.000","-99.000","24.400","","14.300",""
"C0T9N0","2020-02-07 00:00:00","261.000","81.000","1.000","15.900","0.980","990.900","","0.000","-99.000","-99.000","-99.000","24.000","","14.100",""
"C0K470","2020-02-07 00:00:00","97.000","0.000","0.000","16.500","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","23.900","","11.400",""
"C0R720","2020-02-07 00:00:00","214.000","347.000","3.500","20.200","0.800","995.200","","0.000","-99.000","-99.000","-99.000","21.100","","18.500",""
"C0V650","2020-02-07 00:00:00","28.000","26.000","3.100","17.700","0.920","1018.500","","0.000","-99.000","-99.000","-99.000","22.500","","14.100",""
"C0H9C0","2020-02-07 00:00:00","3402.000","312.000","1.100","-1.500","0.930","677.000","","9.000","-99.000","-99.000","-99.000","1.300","","-2.700",""
"C0U780","2020-02-07 00:00:00","15.000","250.000","0.800","17.000","0.990","1018.800","","7.000","-99.000","-99.000","-99.000","19.000","","13.700",""
"C0U760","2020-02-07 00:00:00","22.000","0.000","0.000","17.800","0.990","1019.000","","20.000","-99.000","-99.000","-99.000","21.900","","14.800",""
"C0X290","2020-02-07 00:00:00","10.000","29.000","4.800","17.500","0.910","1018.900","","0.000","-99.000","-99.000","-99.000","20.400","","14.600",""
"C0E830","2020-02-07 00:00:00","37.000","15.000","2.700","17.600","0.890","1016.300","","0.000","-99.000","-99.000","-99.000","22.400","","13.600",""
"C0K330","2020-02-07 00:00:00","38.000","352.000","1.300","16.400","0.950","1015.500","","0.000","-99.000","-99.000","-99.000","24.100","","12.300",""
"C0M660","2020-02-07 00:00:00","40.000","10.000","1.900","16.800","0.920","1016.200","","0.000","-99.000","-99.000","-99.000","22.600","","12.900",""
"C0D580","2020-02-07 00:00:00","120.000","280.000","0.300","16.400","0.940","1006.800","","0.000","-99.000","-99.000","-99.000","24.300","","12.800",""
"C0R640","2020-02-07 00:00:00","21.000","28.000","1.900","18.900","0.930","1017.700","","0.000","-99.000","-99.000","-99.000","22.800","","15.800",""
"C0E810","2020-02-07 00:00:00","53.000","1.000","2.500","16.200","0.960","1015.100","","0.000","-99.000","-99.000","-99.000","25.300","","10.200",""
"C0G830","2020-02-07 00:00:00","27.000","356.000","2.400","16.500","0.980","1015.600","","0.000","-99.000","-99.000","-99.000","23.100","","12.900",""
"C0A550","2020-02-07 00:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-07 00:00:00","31.000","353.000","1.800","16.400","0.910","1017.700","","0.000","-99.000","-99.000","-99.000","22.500","","13.200",""
"C0Z270","2020-02-07 00:00:00","343.000","226.000","1.700","16.900","0.950","981.100","","0.000","-99.000","-99.000","-99.000","20.700","","14.300",""
"C0UA30","2020-02-07 00:00:00","1397.000","148.000","0.900","11.200","1.000","865.500","","0.500","-99.000","-99.000","-99.000","11.500","","6.500",""
"C0I080","2020-02-07 00:00:00","536.000","253.000","0.400","15.100","0.880","961.800","","0.000","-99.000","-99.000","-99.000","23.200","","11.800",""
"C0UA00","2020-02-07 00:00:00","392.000","215.000","0.600","14.200","0.930","976.100","","0.000","-99.000","-99.000","-99.000","17.400","","12.000",""
"C0AD40","2020-02-07 00:00:00","32.000","265.000","2.000","17.900","0.880","1016.300","","0.000","-99.000","-99.000","-99.000","23.200","","15.500",""
"C0G900","2020-02-07 00:00:00","20.000","23.000","3.400","17.600","0.940","1017.100","","0.000","-99.000","-99.000","-99.000","20.900","","14.900",""
"C0S660","2020-02-07 00:00:00","794.000","232.000","1.500","12.700","0.890","932.900","","0.000","-99.000","-99.000","-99.000","20.200","","10.000",""
"C0M640","2020-02-07 00:00:00","155.000","0.000","0.000","16.900","0.990","1001.800","","0.000","-99.000","-99.000","-99.000","22.200","","12.600",""
"C0R660","2020-02-07 00:00:00","20.000","72.000","2.000","18.300","0.880","1017.800","","0.000","-99.000","-99.000","-99.000","23.000","","15.300",""
"C0UA10","2020-02-07 00:00:00","1711.000","309.000","0.800","7.500","1.000","836.200","","2.000","-99.000","-99.000","-99.000","10.800","","5.500",""
"C0V770","2020-02-07 00:00:00","26.000","3.000","0.700","17.300","0.900","1016.600","","0.000","-99.000","-99.000","-99.000","23.700","","13.800",""
"C0E730","2020-02-07 00:00:00","26.000","345.000","0.900","17.100","0.880","1016.400","","0.000","-99.000","-99.000","-99.000","21.400","","17.100",""
"C0V810","2020-02-07 00:00:00","32.000","337.000","2.700","17.600","1.000","1015.000","","0.000","-99.000","-99.000","-99.000","21.800","","14.600",""
"C0A9C0","2020-02-07 00:00:00","35.000","294.000","0.500","18.300","0.900","1016.600","","0.000","-99.000","-99.000","-99.000","21.700","","16.300",""
"C0X310","2020-02-07 00:00:00","9.000","20.000","3.900","17.700","0.880","1019.800","","0.000","-99.000","-99.000","-99.000","20.200","","14.500",""
"C0K280","2020-02-07 00:00:00","23.000","360.000","2.400","16.700","0.940","1019.900","","0.000","-99.000","-99.000","-99.000","24.300","","12.800",""
"C0M650","2020-02-07 00:00:00","20.000","1.000","2.500","16.700","0.910","1018.300","","0.000","-99.000","-99.000","-99.000","22.500","","13.200",""
"C0S910","2020-02-07 00:00:00","212.000","96.000","1.800","21.500","0.990","996.300","","4.000","-99.000","-99.000","-99.000","22.500","","18.400",""
"C0D570","2020-02-07 00:00:00","15.000","4.000","1.400","16.800","0.970","1019.500","","0.000","-99.000","-99.000","-99.000","25.400","","13.900",""
"C0M710","2020-02-07 00:00:00","15.000","1.000","2.800","16.700","0.900","1018.800","","0.000","-99.000","-99.000","-99.000","21.000","","14.000",""
"C0V490","2020-02-07 00:00:00","20.000","355.000","1.700","18.400","0.990","1017.600","","0.000","-99.000","-99.000","-99.000","22.700","","15.500",""
"C0E870","2020-02-07 00:00:00","34.000","351.000","1.100","17.000","0.960","1018.800","","0.000","-99.000","-99.000","-99.000","24.400","","10.700",""
"C0M800","2020-02-07 00:00:00","440.000","89.000","0.600","14.700","0.910","970.200","","0.000","-99.000","-99.000","-99.000","21.700","","12.700",""
"C0A570","2020-02-07 00:00:00","360.000","0.000","0.000","14.100","0.990","978.900","","4.000","-99.000","-99.000","-99.000","17.400","","12.300",""
"C0S790","2020-02-07 00:00:00","236.000","283.000","3.700","17.800","0.860","994.500","","0.000","-99.000","-99.000","-99.000","23.900","","15.700",""
"C0D590","2020-02-07 00:00:00","143.000","39.000","2.200","15.600","0.960","1005.400","","0.000","-99.000","-99.000","-99.000","25.200","","14.100",""
"C0U990","2020-02-07 00:00:00","31.000","175.000","0.400","16.600","0.980","1017.100","","5.000","-99.000","-99.000","-99.000","19.300","","14.200",""
"C0M700","2020-02-07 00:00:00","150.000","31.000","0.400","17.200","0.960","1003.500","","0.000","-99.000","-99.000","-99.000","23.300","","11.200",""
"C0A970","2020-02-07 00:00:00","96.000","208.000","2.600","17.300","0.990","1009.500","","11.000","-99.000","-99.000","-99.000","18.600","","15.500",""
"CM0110","2020-02-07 00:00:00","7.000","25.000","3.600","17.400","0.830","1020.100","","-99.000","-99.000","-99.000","-99.000","22.200","","14.200",""
"C0S940","2020-02-07 00:00:00","150.000","264.000","0.800","19.400","0.830","1002.400","","0.000","-99.000","-99.000","-99.000","24.000","","16.800",""
"C0X250","2020-02-07 00:00:00","33.000","16.000","2.200","17.200","0.940","1016.200","","0.000","-99.000","-99.000","-99.000","23.100","","13.300",""
"C0K520","2020-02-07 00:00:00","10.000","8.000","1.300","16.800","0.910","1018.300","","0.000","-99.000","-99.000","-99.000","22.300","","13.600",""
"C0Z200","2020-02-07 00:00:00","153.000","268.000","0.700","15.500","0.990","1003.400","","0.000","-99.000","-99.000","-99.000","22.900","","14.600",""
"C0V740","2020-02-07 00:00:00","60.000","344.000","1.800","16.800","1.000","1014.000","","0.000","-99.000","-99.000","-99.000","24.000","","13.300",""
"C0V790","2020-02-07 00:00:00","410.000","46.000","2.200","16.500","0.780","971.700","","0.000","-99.000","-99.000","-99.000","23.300","","14.400",""
"C0G860","2020-02-07 00:00:00","45.000","13.000","0.500","17.600","0.950","1014.000","","0.000","-99.000","-99.000","-99.000","24.500","","13.500",""
"C0F0A0","2020-02-07 00:00:00","3587.000","187.000","2.800","-1.400","0.840","663.200","","6.000","-99.000","-99.000","-99.000","2.000","","-5.900",""
"C0Z250","2020-02-07 00:00:00","1124.000","0.000","0.000","11.400","0.990","894.800","","0.000","-99.000","-99.000","-99.000","19.200","","9.200",""
"C0K440","2020-02-07 00:00:00","35.000","344.000","2.900","16.300","0.990","1016.400","","0.000","-99.000","-99.000","-99.000","22.800","","12.800",""
"C0T900","2020-02-07 00:00:00","160.000","270.000","0.500","16.500","0.830","1000.200","","0.000","-99.000","-99.000","-99.000","24.000","","14.800",""
"C0F9V0","2020-02-07 00:00:00","525.000","61.000","0.900","15.400","0.980","-99.000","","0.000","-99.000","-99.000","-99.000","22.100","","11.100",""
"C0UA20","2020-02-07 00:00:00","2619.000","205.000","5.300","3.600","0.830","-99.000","","0.500","-99.000","-99.000","-99.000","10.900","","1.100",""
"C0F9Z0","2020-02-07 00:00:00","3193.000","259.000","2.100","2.100","0.680","697.100","","0.000","-99.000","-99.000","-99.000","10.000","","-1.600",""
"C0G810","2020-02-07 00:00:00","26.000","340.000","1.300","17.500","0.920","1016.900","","0.000","-99.000","-99.000","-99.000","25.200","","13.100",""
"C0U650","2020-02-07 00:00:00","442.000","252.000","0.700","15.500","0.870","969.700","","6.000","-99.000","-99.000","-99.000","15.900","","11.600",""
"C0D660","2020-02-07 00:00:00","65.000","350.000","1.300","16.700","0.890","1013.400","","0.000","-99.000","-99.000","-99.000","24.800","","15.700",""
"C0E540","2020-02-07 00:00:00","32.000","12.000","2.000","17.000","0.900","1017.600","","0.000","-99.000","-99.000","-99.000","26.200","","10.600",""
"C0W170","2020-02-07 00:00:00","42.000","7.000","9.600","9.200","0.900","1017.100","","2.000","16.700","18.000","","12.900","","8.900",""
"C0Z150","2020-02-07 00:00:00","27.000","221.000","2.100","17.900","0.950","1017.500","","0.000","-99.000","-99.000","-99.000","21.800","","15.900",""
"C0S840","2020-02-07 00:00:00","22.000","272.000","1.400","18.800","0.910","1019.300","","0.000","-99.000","-99.000","-99.000","23.500","","18.800",""
"C0H9A0","2020-02-07 00:00:00","1595.000","234.000","0.900","12.000","0.620","850.100","","0.000","-99.000","-99.000","-99.000","20.100","","8.000",""
"C0Z300","2020-02-07 00:00:00","182.000","241.000","0.800","16.900","0.990","1000.600","","0.000","-99.000","-99.000","-99.000","23.800","","13.300",""
"C0G730","2020-02-07 00:00:00","27.000","10.000","2.200","16.200","0.970","1017.900","","0.000","-99.000","-99.000","-99.000","21.700","","13.300",""
"C0V730","2020-02-07 00:00:00","33.000","351.000","1.900","18.300","0.990","1016.400","","0.000","-99.000","-99.000","-99.000","23.900","","15.200",""
"C0SA00","2020-02-07 00:00:00","466.000","302.000","3.000","15.000","1.000","966.900","","5.000","-99.000","-99.000","-99.000","21.500","","13.900",""
"C0S900","2020-02-07 00:00:00","27.000","123.000","3.500","22.600","0.800","1017.100","","1.000","-99.000","-99.000","-99.000","24.200","","19.800",""
"C0C480","2020-02-07 00:00:00","105.000","268.000","0.300","17.100","0.890","1008.200","","0.000","-99.000","-99.000","-99.000","24.600","","15.000",""
"C0V720","2020-02-07 00:00:00","15.000","65.000","1.000","18.900","0.890","1017.900","","0.000","-99.000","-99.000","-99.000","24.600","","16.100",""
"C0UA60","2020-02-07 00:00:00","566.000","124.000","1.300","14.700","0.990","954.900","","11.000","-99.000","-99.000","-99.000","16.400","","11.500",""
"C0A980","2020-02-07 00:00:00","11.000","327.000","2.400","17.700","0.910","1019.900","","0.000","-99.000","-99.000","-99.000","22.800","","16.300",""
"C0C670","2020-02-07 00:00:00","250.000","311.000","1.300","15.300","0.950","991.800","","0.000","-99.000","-99.000","-99.000","23.900","","14.000",""
"C0K550","2020-02-07 00:00:00","15.000","358.000","1.800","16.700","0.900","1018.900","","0.000","-99.000","-99.000","-99.000","22.500","","13.100",""
"C0R350","2020-02-07 00:00:00","35.000","55.000","3.100","22.100","0.840","1015.100","","0.000","-99.000","-99.000","-99.000","25.000","","20.500",""
"C0T9F0","2020-02-07 00:00:00","251.000","339.000","0.500","17.200","0.890","991.300","","0.000","-99.000","-99.000","-99.000","23.000","","14.800",""
"C0D390","2020-02-07 00:00:00","146.000","0.000","0.000","16.900","0.910","1002.000","","0.000","-99.000","-99.000","-99.000","26.000","","14.700",""
"C0E430","2020-02-07 00:00:00","258.000","189.000","0.300","15.400","0.960","994.200","","1.500","-99.000","-99.000","-99.000","24.000","","10.200",""
"C0O990","2020-02-07 00:00:00","18.000","17.000","1.300","17.700","0.990","1017.700","","0.000","-99.000","-99.000","-99.000","25.000","","12.500",""
"CM0010","2020-02-07 00:00:00","68.000","0.000","0.000","18.300","0.820","1012.400","","0.500","-99.000","-99.000","-99.000","21.000","","15.400",""
"C0K500","2020-02-07 00:00:00","12.000","3.000","2.700","16.700","0.970","1017.900","","0.000","-99.000","-99.000","-99.000","22.800","","13.400",""
"C0X260","2020-02-07 00:00:00","39.000","23.000","1.600","17.000","0.940","1016.000","","0.000","-99.000","-99.000","-99.000","23.000","","12.900",""
"C0ACA0","2020-02-07 00:00:00","25.000","309.000","1.200","17.500","0.950","1016.400","","0.000","-99.000","-99.000","-99.000","22.500","","15.800",""
"C0X180","2020-02-07 00:00:00","62.000","7.000","0.900","17.200","0.990","1012.400","","0.000","-99.000","-99.000","-99.000","23.700","","12.400",""
"C0F930","2020-02-07 00:00:00","100.000","3.000","0.700","16.500","1.000","1008.500","","0.000","-99.000","-99.000","-99.000","23.600","","12.500",""
"C0I010","2020-02-07 00:00:00","1562.000","122.000","2.300","11.000","0.810","852.700","","0.000","-99.000","-99.000","-99.000","21.400","","9.400",""
"C0R190","2020-02-07 00:00:00","32.000","0.000","0.000","16.600","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","25.300","","13.400",""
"C0E420","2020-02-07 00:00:00","19.000","4.000","2.100","16.500","0.900","1016.800","","0.000","-99.000","-99.000","-99.000","24.400","","12.800",""
"C0W160","2020-02-07 00:00:00","49.000","42.000","14.800","10.600","0.910","1012.800","","0.000","-99.000","-99.000","-99.000","12.400","","10.500",""
"C0I460","2020-02-07 00:00:00","110.000","37.000","1.200","17.900","0.910","1007.800","","0.000","-99.000","-99.000","-99.000","24.300","","12.200",""
"C0A9F0","2020-02-07 00:00:00","35.000","307.000","0.600","18.500","0.900","1016.400","","0.000","-99.000","-99.000","-99.000","21.500","","15.600",""
"C0AD00","2020-02-07 00:00:00","86.000","342.000","1.000","17.700","0.940","1010.700","","3.500","-99.000","-99.000","-99.000","22.800","","15.800",""
"C0F9A0","2020-02-07 00:00:00","425.000","138.000","1.300","15.700","0.990","971.000","","0.000","-99.000","-99.000","-99.000","22.600","","12.600",""
"C0O950","2020-02-07 00:00:00","4.000","2.000","1.100","18.100","0.910","1018.700","","0.000","-99.000","-99.000","-99.000","22.300","","13.300",""
"C0M760","2020-02-07 00:00:00","40.000","355.000","1.300","17.100","0.910","1015.800","","0.000","-99.000","-99.000","-99.000","23.000","","12.900",""
"C0AH70","2020-02-07 00:00:00","34.000","266.000","1.800","18.800","0.770","1016.400","","0.000","-99.000","-99.000","-99.000","22.100","","16.000",""
"C0V250","2020-02-07 00:00:00","298.000","20.000","0.900","14.200","0.960","985.300","","0.000","-99.000","-99.000","-99.000","23.500","","12.200",""
"C0U980","2020-02-07 00:00:00","573.000","305.000","2.400","14.300","1.000","955.500","","14.000","-99.000","-99.000","-99.000","15.200","","10.900",""
"C0S740","2020-02-07 00:00:00","289.000","309.000","1.200","16.200","0.950","988.400","","0.000","-99.000","-99.000","-99.000","23.400","","13.600",""
"C0A940","2020-02-07 00:00:00","49.000","329.000","0.600","16.900","0.990","1014.600","","8.000","-99.000","-99.000","-99.000","20.200","","15.500",""
"C0A920","2020-02-07 00:00:00","196.000","284.000","2.000","16.200","0.990","996.400","","9.500","-99.000","-99.000","-99.000","19.800","","14.300",""
"C0T870","2020-02-07 00:00:00","135.000","0.000","0.100","13.800","0.990","1004.500","","0.000","-99.000","-99.000","-99.000","22.700","","12.400",""
"C0O930","2020-02-07 00:00:00","69.000","0.000","0.000","15.100","1.000","1013.100","","0.000","-99.000","-99.000","-99.000","25.500","","11.800",""
"C0AI40","2020-02-07 00:00:00","37.000","282.000","1.900","17.900","0.880","1016.200","","0.000","-99.000","-99.000","-99.000","22.000","","16.800",""
"C0C460","2020-02-07 00:00:00","482.000","0.000","0.000","15.600","0.960","965.500","","0.000","-99.000","-99.000","-99.000","23.300","","14.900",""
"C0E520","2020-02-07 00:00:00","320.000","0.000","0.100","15.500","1.000","984.600","","0.000","-99.000","-99.000","-99.000","24.600","","9.300",""
"C0T9D0","2020-02-07 00:00:00","7.000","264.000","0.300","16.900","0.960","1019.700","","0.500","-99.000","-99.000","-99.000","22.100","","15.600",""
"C0I390","2020-02-07 00:00:00","1184.000","100.000","1.200","13.200","0.830","891.000","","0.000","-99.000","-99.000","-99.000","22.600","","8.600",""
"C0B020","2020-02-07 00:00:00","86.000","304.000","5.600","17.100","0.980","1007.900","","1.000","-99.000","-99.000","-99.000","19.300","","16.300",""
"CM0170","2020-02-07 00:00:00","106.000","217.000","1.200","16.600","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","22.200","","11.500",""
"C0F860","2020-02-07 00:00:00","2215.000","223.000","1.000","8.300","0.810","784.200","","0.000","-99.000","-99.000","-99.000","15.500","","3.800",""
"C0U890","2020-02-07 00:00:00","116.000","227.000","1.400","16.300","0.990","1007.600","","5.500","-99.000","-99.000","-99.000","18.200","","13.500",""
"C0G800","2020-02-07 00:00:00","15.000","15.000","2.900","16.700","0.990","1018.600","","0.000","-99.000","-99.000","-99.000","22.900","","13.200",""
"C0F850","2020-02-07 00:00:00","379.000","100.000","0.600","16.100","0.980","976.600","","0.000","-99.000","-99.000","-99.000","22.900","","10.400",""
"C0AH50","2020-02-07 00:00:00","275.000","297.000","2.200","-99.000","-99.000","988.300","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0Z160","2020-02-07 00:00:00","124.000","205.000","1.200","16.500","0.920","1006.800","","0.000","-99.000","-99.000","-99.000","23.300","","14.800",""
"C0R540","2020-02-07 00:00:00","17.000","15.000","2.100","18.300","0.940","1017.200","","0.000","-99.000","-99.000","-99.000","23.600","","15.600",""
"C0K480","2020-02-07 00:00:00","56.000","359.000","2.200","16.400","0.990","1013.500","","0.000","-99.000","-99.000","-99.000","23.500","","12.500",""
"C0H890","2020-02-07 00:00:00","440.000","213.000","0.300","16.200","0.900","968.800","","0.000","-99.000","-99.000","-99.000","23.500","","11.000",""
"C0S770","2020-02-07 00:00:00","375.000","280.000","0.800","15.700","1.000","977.200","","0.500","-99.000","-99.000","-99.000","19.900","","15.500",""
"C0X230","2020-02-07 00:00:00","29.000","7.000","1.700","16.300","0.930","1018.100","","0.000","-99.000","-99.000","-99.000","22.200","","12.400",""
"C0M850","2020-02-07 00:00:00","695.000","0.000","0.000","14.800","0.920","940.200","","0.000","-99.000","-99.000","-99.000","22.200","","13.500",""
"C0C620","2020-02-07 00:00:00","19.000","347.000","2.500","17.100","0.930","1017.300","","0.000","-99.000","-99.000","-99.000","24.800","","15.100",""
"C0I360","2020-02-07 00:00:00","300.000","111.000","1.700","17.300","0.820","984.500","","0.000","-99.000","-99.000","-99.000","22.700","","12.600",""
"C0M810","2020-02-07 00:00:00","1354.000","196.000","0.700","13.600","0.640","870.500","","0.000","-99.000","-99.000","-99.000","18.500","","10.300",""
"C0AC80","2020-02-07 00:00:00","40.000","0.000","0.000","17.700","0.930","1014.700","","0.000","-99.000","-99.000","-99.000","21.000","","15.100",""
"CM0140","2020-02-07 00:00:00","26.000","355.000","0.700","19.500","0.730","1017.300","","0.000","-99.000","-99.000","-99.000","23.700","","19.000",""
"C0SA20","2020-02-07 00:00:00","857.000","243.000","1.000","14.700","0.970","924.200","","2.000","-99.000","-99.000","-99.000","17.200","","12.000",""
"C0K490","2020-02-07 00:00:00","91.000","63.000","0.300","17.000","0.910","1009.500","","0.000","-99.000","-99.000","-99.000","23.500","","11.500",""
"C0V820","2020-02-07 00:00:00","441.000","21.000","1.200","14.200","1.000","971.500","","0.000","-99.000","-99.000","-99.000","23.300","","12.000",""
"C0S810","2020-02-07 00:00:00","65.000","336.000","2.500","18.000","0.920","1015.100","","0.000","-99.000","-99.000","-99.000","25.200","","16.000",""
"C0R580","2020-02-07 00:00:00","10.000","342.000","2.000","18.100","0.940","1018.200","","0.000","-99.000","-99.000","-99.000","23.900","","15.200",""
"C0Z330","2020-02-07 00:00:00","488.000","163.000","0.800","16.000","0.980","966.200","","0.000","-99.000","-99.000","-99.000","24.200","","12.200",""
"C0E590","2020-02-07 00:00:00","40.000","7.000","1.000","16.300","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","23.000","","10.300",""
"C0D540","2020-02-07 00:00:00","227.000","236.000","0.400","15.900","0.970","995.100","","0.000","-99.000","-99.000","-99.000","25.200","","12.300",""
"C0K420","2020-02-07 00:00:00","42.000","18.000","1.900","16.200","0.930","1015.300","","0.000","-99.000","-99.000","-99.000","23.400","","12.600",""
"C0Z180","2020-02-07 00:00:00","34.000","212.000","0.800","17.600","0.870","1015.900","","0.000","-99.000","-99.000","-99.000","22.000","","16.700",""
"C0AD10","2020-02-07 00:00:00","27.000","346.000","1.300","17.600","1.000","1017.100","","0.000","-99.000","-99.000","-99.000","21.800","","16.000",""
"C0M720","2020-02-07 00:00:00","225.000","1.000","0.500","16.200","0.970","993.800","","0.000","-99.000","-99.000","-99.000","22.100","","11.500",""
"C0V450","2020-02-07 00:00:00","51.000","332.000","1.500","17.500","0.990","1013.300","","0.000","-99.000","-99.000","-99.000","24.000","","14.100",""
"C0R280","2020-02-07 00:00:00","242.000","63.000","0.800","18.700","0.930","992.100","","0.000","-99.000","-99.000","-99.000","21.300","","18.000",""
"C0E610","2020-02-07 00:00:00","850.000","0.000","0.000","13.100","0.960","925.200","","1.000","-99.000","-99.000","-99.000","19.600","","12.600",""
"C0Z310","2020-02-07 00:00:00","59.000","6.000","1.400","18.100","0.950","1013.600","","0.000","-99.000","-99.000","-99.000","20.900","","16.300",""
"C0S700","2020-02-07 00:00:00","507.000","175.000","1.900","15.300","0.950","963.600","","0.000","-99.000","-99.000","-99.000","20.900","","13.700",""
"C0T9G0","2020-02-07 00:00:00","605.000","253.000","0.500","15.000","1.000","953.100","","0.000","-99.000","-99.000","-99.000","20.000","","12.400",""
"C0X280","2020-02-07 00:00:00","22.000","48.000","3.000","16.900","0.900","1017.800","","0.000","-99.000","-99.000","-99.000","21.200","","13.600",""
"C0AH40","2020-02-07 00:00:00","426.000","0.000","0.100","16.900","0.960","969.600","","1.000","-99.000","-99.000","-99.000","19.300","","13.400",""
"C0T9A0","2020-02-07 00:00:00","498.000","212.000","0.900","15.900","0.990","963.400","","0.000","-99.000","-99.000","-99.000","20.000","","12.300",""
"C0K390","2020-02-07 00:00:00","31.000","25.000","2.200","16.500","0.930","1016.600","","0.000","-99.000","-99.000","-99.000","23.200","","13.100",""
"C0I540","2020-02-07 00:00:00","3344.000","-99.000","-99.000","-1.000","1.000","683.400","","-99.000","-99.000","-99.000","-99.000","3.700","","-3.000",""
"C0G890","2020-02-07 00:00:00","24.000","8.000","3.800","17.200","1.000","1017.400","","0.000","-99.000","-99.000","-99.000","21.900","","14.300",""
"C0G720","2020-02-07 00:00:00","50.000","346.000","1.100","16.500","0.930","1014.100","","0.000","-99.000","-99.000","-99.000","23.300","","12.800",""
"C0UA40","2020-02-07 00:00:00","1121.000","23.000","0.500","12.400","0.990","894.600","","10.500","-99.000","-99.000","-99.000","12.700","","8.600",""
"C0V400","2020-02-07 00:00:00","56.000","45.000","2.700","17.200","0.980","1012.800","","0.000","-99.000","-99.000","-99.000","23.000","","13.700",""
"C0X130","2020-02-07 00:00:00","27.000","20.000","1.500","18.600","0.890","1016.400","","0.000","-99.000","-99.000","-99.000","24.300","","13.800",""
"C0A520","2020-02-07 00:00:00","48.000","262.000","0.600","18.100","0.920","1014.900","","0.000","-99.000","-99.000","-99.000","23.900","","16.100",""
"C0U870","2020-02-07 00:00:00","474.000","0.000","0.000","15.800","0.910","966.300","","13.500","-99.000","-99.000","-99.000","15.800","","11.400",""
