"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"CM0180","2020-02-07 03:00:00","313.000","0.000","0.200","14.900","0.840","983.700","","0.000","-99.000","-99.000","-99.000","16.200","","14.800",""
"C0T9N0","2020-02-07 03:00:00","261.000","83.000","0.600","14.700","0.990","989.700","","0.000","-99.000","-99.000","-99.000","16.200","","14.700",""
"C0K470","2020-02-07 03:00:00","97.000","324.000","1.400","16.500","0.990","1008.700","","0.000","-99.000","-99.000","-99.000","17.000","","16.000",""
"C0R720","2020-02-07 03:00:00","214.000","341.000","1.400","20.500","0.860","993.700","","0.000","-99.000","-99.000","-99.000","20.500","","20.100",""
"C0V650","2020-02-07 03:00:00","28.000","6.000","4.000","17.200","0.950","1017.900","","0.000","-99.000","-99.000","-99.000","17.700","","17.200",""
"C0H9C0","2020-02-07 03:00:00","3402.000","327.000","1.000","-0.400","0.960","676.200","","0.000","-99.000","-99.000","-99.000","-0.400","","-1.500",""
"C0U780","2020-02-07 03:00:00","15.000","232.000","0.900","17.100","0.990","1017.700","","0.000","-99.000","-99.000","-99.000","17.100","","16.600",""
"C0U760","2020-02-07 03:00:00","22.000","0.000","0.000","16.100","0.990","1018.000","","0.000","-99.000","-99.000","-99.000","17.700","","16.100",""
"C0X290","2020-02-07 03:00:00","10.000","360.000","6.900","17.500","0.930","1018.700","","0.000","-99.000","-99.000","-99.000","17.500","","16.900",""
"C0E830","2020-02-07 03:00:00","37.000","13.000","4.300","15.500","0.970","1016.800","","0.000","-99.000","-99.000","-99.000","17.600","","15.500",""
"C0K330","2020-02-07 03:00:00","38.000","355.000","1.600","16.900","0.930","1015.400","","0.000","-99.000","-99.000","-99.000","16.900","","16.100",""
"C0M660","2020-02-07 03:00:00","40.000","12.000","3.000","17.000","0.910","1016.000","","0.000","-99.000","-99.000","-99.000","17.000","","16.300",""
"C0D580","2020-02-07 03:00:00","120.000","343.000","0.300","14.600","0.970","1007.400","","0.500","-99.000","-99.000","-99.000","16.500","","14.600",""
"C0R640","2020-02-07 03:00:00","21.000","39.000","2.900","17.900","0.970","1017.000","","0.000","-99.000","-99.000","-99.000","18.800","","17.900",""
"C0E810","2020-02-07 03:00:00","53.000","3.000","4.000","14.200","0.990","1015.700","","0.500","-99.000","-99.000","-99.000","16.300","","14.200",""
"C0G830","2020-02-07 03:00:00","27.000","7.000","7.400","16.800","0.970","1015.200","","0.000","-99.000","-99.000","-99.000","17.100","","16.500",""
"C0A550","2020-02-07 03:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G750","2020-02-07 03:00:00","31.000","354.000","4.600","16.500","0.910","1017.500","","0.000","-99.000","-99.000","-99.000","17.100","","16.400",""
"C0Z270","2020-02-07 03:00:00","343.000","232.000","2.800","15.800","0.990","979.500","","0.000","-99.000","-99.000","-99.000","17.100","","15.700",""
"C0UA30","2020-02-07 03:00:00","1397.000","121.000","0.800","12.800","0.860","864.600","","0.000","-99.000","-99.000","-99.000","12.800","","10.700",""
"C0I080","2020-02-07 03:00:00","536.000","243.000","0.400","14.400","0.850","960.800","","0.000","-99.000","-99.000","-99.000","15.000","","14.000",""
"C0UA00","2020-02-07 03:00:00","392.000","224.000","0.600","14.600","0.920","974.800","","0.000","-99.000","-99.000","-99.000","14.600","","13.500",""
"C0AD40","2020-02-07 03:00:00","32.000","298.000","0.400","15.900","0.890","1017.100","","0.000","-99.000","-99.000","-99.000","17.900","","15.900",""
"C0G900","2020-02-07 03:00:00","20.000","21.000","5.300","16.400","0.970","1017.000","","0.000","12.600","6.000","","17.700","","16.400",""
"C0S660","2020-02-07 03:00:00","794.000","209.000","1.500","11.100","0.880","931.300","","0.000","-99.000","-99.000","-99.000","12.100","","11.000",""
"C0M640","2020-02-07 03:00:00","155.000","18.000","1.000","15.700","0.990","1001.900","","0.000","-99.000","-99.000","-99.000","16.800","","15.600",""
"C0R660","2020-02-07 03:00:00","20.000","51.000","2.200","17.400","0.910","1016.900","","0.000","-99.000","-99.000","-99.000","18.300","","17.200",""
"C0UA10","2020-02-07 03:00:00","1711.000","315.000","0.900","8.300","1.000","835.400","","0.000","-99.000","-99.000","-99.000","10.900","","7.500",""
"C0V770","2020-02-07 03:00:00","26.000","328.000","1.000","16.300","0.930","1016.000","","0.000","-99.000","-99.000","-99.000","17.300","","16.300",""
"C0E730","2020-02-07 03:00:00","26.000","10.000","2.500","14.400","0.960","1017.100","","0.000","-99.000","-99.000","-99.000","17.100","","14.400",""
"C0V810","2020-02-07 03:00:00","32.000","318.000","2.500","17.000","1.000","1014.400","","0.000","-99.000","-99.000","-99.000","17.500","","17.000",""
"C0A9C0","2020-02-07 03:00:00","35.000","137.000","0.700","17.300","0.880","1016.600","","0.000","-99.000","-99.000","-99.000","18.500","","17.300",""
"C0X310","2020-02-07 03:00:00","9.000","355.000","7.800","17.800","0.900","1019.600","","0.000","-99.000","-99.000","-99.000","17.800","","17.100",""
"C0K280","2020-02-07 03:00:00","23.000","352.000","4.500","17.100","0.940","1019.700","","0.000","-99.000","-99.000","-99.000","17.400","","16.500",""
"C0M650","2020-02-07 03:00:00","20.000","356.000","3.100","17.100","0.920","1018.200","","0.000","-99.000","-99.000","-99.000","17.100","","16.200",""
"C0S910","2020-02-07 03:00:00","212.000","0.000","0.000","21.200","0.990","995.100","","0.000","-99.000","-99.000","-99.000","21.600","","21.200",""
"C0D570","2020-02-07 03:00:00","15.000","8.000","2.000","14.200","1.000","1020.100","","0.500","-99.000","-99.000","-99.000","16.800","","14.200",""
"C0M710","2020-02-07 03:00:00","15.000","348.000","3.500","17.300","0.910","1018.600","","0.000","-99.000","-99.000","-99.000","17.300","","16.400",""
"C0V490","2020-02-07 03:00:00","20.000","354.000","1.800","17.700","0.990","1016.900","","0.000","-99.000","-99.000","-99.000","18.400","","17.700",""
"C0E870","2020-02-07 03:00:00","34.000","18.000","3.200","14.600","0.990","1019.400","","1.000","9.300","36.000","","17.100","","14.600",""
"C0M800","2020-02-07 03:00:00","440.000","98.000","1.200","13.900","0.880","969.200","","0.000","-99.000","-99.000","-99.000","14.700","","13.500",""
"C0A570","2020-02-07 03:00:00","360.000","0.000","0.200","14.400","0.990","978.800","","0.000","-99.000","-99.000","-99.000","14.400","","14.000",""
"C0S790","2020-02-07 03:00:00","236.000","288.000","2.200","18.400","0.780","992.900","","0.000","-99.000","-99.000","-99.000","18.500","","17.700",""
"C0D590","2020-02-07 03:00:00","143.000","40.000","3.700","13.100","0.980","1005.700","","1.500","8.900","44.000","","15.600","","13.100",""
"C0U990","2020-02-07 03:00:00","31.000","0.000","0.200","16.400","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","16.500","","16.300",""
"C0M700","2020-02-07 03:00:00","150.000","346.000","0.800","16.000","1.000","1003.200","","0.000","-99.000","-99.000","-99.000","17.200","","15.600",""
"C0A970","2020-02-07 03:00:00","96.000","334.000","4.900","16.000","0.990","1008.800","","0.500","-99.000","-99.000","-99.000","17.300","","16.000",""
"C0H990","2020-02-07 03:00:00","3076.000","210.000","5.500","1.100","0.990","706.400","","0.000","-99.000","-99.000","-99.000","1.100","","0.700",""
"C0F9K0","2020-02-07 03:00:00","30.000","22.000","5.000","15.300","0.960","1016.200","","0.000","10.200","38.000","","17.200","","15.300",""
"C0AH90","2020-02-07 03:00:00","660.000","247.000","1.300","13.000","0.990","946.900","","0.000","-99.000","-99.000","-99.000","13.000","","11.600",""
"C0W150","2020-02-07 03:00:00","42.000","51.000","3.400","13.200","0.860","1017.700","","0.000","-99.000","-99.000","-99.000","13.200","","13.000",""
"C0F000","2020-02-07 03:00:00","273.000","22.000","3.100","14.400","0.990","986.100","","0.000","9.400","360.000","","15.200","","14.400",""
"C0K410","2020-02-07 03:00:00","20.000","6.000","2.700","17.100","0.900","1016.800","","0.000","-99.000","-99.000","-99.000","17.100","","16.400",""
"C0R140","2020-02-07 03:00:00","740.000","36.000","0.400","15.200","0.790","937.200","","0.000","-99.000","-99.000","-99.000","15.200","","14.700",""
"C0V800","2020-02-07 03:00:00","256.000","12.000","0.300","16.900","0.930","987.700","","0.000","-99.000","-99.000","-99.000","17.600","","16.700",""
"C0S830","2020-02-07 03:00:00","288.000","0.000","0.000","18.500","0.820","987.300","","0.000","-99.000","-99.000","-99.000","19.200","","18.300",""
"C0S920","2020-02-07 03:00:00","98.000","330.000","0.500","17.000","0.930","1002.700","","0.000","-99.000","-99.000","-99.000","19.600","","17.000",""
"C0V640","2020-02-07 03:00:00","35.000","351.000","3.400","17.200","0.970","1015.600","","0.000","-99.000","-99.000","-99.000","18.000","","17.200",""
"C0AH80","2020-02-07 03:00:00","68.000","241.000","2.000","15.800","0.970","1011.700","","0.000","-99.000","-99.000","-99.000","17.400","","15.800",""
"C0K250","2020-02-07 03:00:00","12.000","13.000","3.500","16.800","0.930","1018.900","","0.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0R840","2020-02-07 03:00:00","536.000","63.000","1.000","17.200","-99.000","957.300","","0.000","-99.000","-99.000","-99.000","17.300","","16.900",""
"C0I410","2020-02-07 03:00:00","180.000","10.000","2.100","16.400","0.930","998.900","","0.000","-99.000","-99.000","-99.000","16.900","","16.300",""
"C0M410","2020-02-07 03:00:00","245.000","11.000","0.500","14.100","0.950","987.100","","0.000","-99.000","-99.000","-99.000","15.300","","14.000",""
"C0F9Z0","2020-02-07 03:00:00","3193.000","211.000","2.800","1.000","1.000","696.200","","0.000","8.600","236.000","","2.100","","0.100",""
"C0G810","2020-02-07 03:00:00","26.000","356.000","3.600","17.400","0.930","1016.900","","0.000","9.400","3.000","","17.900","","17.400",""
"C0U650","2020-02-07 03:00:00","442.000","0.000","0.000","16.300","0.800","968.400","","0.000","-99.000","-99.000","-99.000","16.600","","15.400",""
"C0D660","2020-02-07 03:00:00","65.000","9.000","2.500","14.400","0.940","1014.000","","0.000","-99.000","-99.000","-99.000","16.700","","14.400",""
"C0E540","2020-02-07 03:00:00","32.000","23.000","3.600","14.600","0.950","1018.100","","0.500","-99.000","-99.000","-99.000","17.100","","14.600",""
"C0W170","2020-02-07 03:00:00","42.000","12.000","8.400","9.600","0.910","1016.800","","1.500","15.700","4.000","","9.800","","9.100",""
"C0Z150","2020-02-07 03:00:00","27.000","222.000","3.000","16.500","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","17.900","","16.500",""
"C0S840","2020-02-07 03:00:00","22.000","257.000","1.500","18.500","0.940","1017.700","","0.000","-99.000","-99.000","-99.000","19.000","","18.400",""
"C0H9A0","2020-02-07 03:00:00","1595.000","263.000","1.500","10.400","0.670","849.300","","0.000","-99.000","-99.000","-99.000","11.600","","9.500",""
"C0Z300","2020-02-07 03:00:00","182.000","0.000","0.100","15.100","0.990","999.400","","0.000","-99.000","-99.000","-99.000","16.900","","15.100",""
"C0G730","2020-02-07 03:00:00","27.000","9.000","5.100","16.200","0.970","1018.000","","0.000","-99.000","-99.000","-99.000","16.900","","16.200",""
"C0V730","2020-02-07 03:00:00","33.000","355.000","2.100","17.500","0.990","1015.800","","0.000","-99.000","-99.000","-99.000","18.200","","17.500",""
"C0SA00","2020-02-07 03:00:00","466.000","302.000","2.900","14.500","1.000","965.400","","0.000","-99.000","-99.000","-99.000","14.900","","14.400",""
"C0S900","2020-02-07 03:00:00","27.000","112.000","3.500","22.000","0.850","1015.700","","0.000","-99.000","-99.000","-99.000","22.800","","22.000",""
"C0C480","2020-02-07 03:00:00","105.000","0.000","0.200","14.700","0.920","1008.600","","0.000","-99.000","-99.000","-99.000","17.000","","14.700",""
"C0V720","2020-02-07 03:00:00","15.000","48.000","0.900","18.500","0.900","1017.200","","0.000","-99.000","-99.000","-99.000","19.100","","18.500",""
"C0UA60","2020-02-07 03:00:00","566.000","136.000","0.600","14.400","0.930","954.100","","0.000","-99.000","-99.000","-99.000","14.900","","13.800",""
"C0C670","2020-02-07 03:00:00","250.000","343.000","1.800","13.200","0.970","992.300","","1.000","-99.000","-99.000","-99.000","15.200","","13.200",""
"C0K550","2020-02-07 03:00:00","15.000","354.000","2.700","17.300","0.900","1018.700","","0.000","-99.000","-99.000","-99.000","17.300","","16.400",""
"C0R350","2020-02-07 03:00:00","35.000","358.000","1.700","19.900","0.890","1014.000","","0.000","-99.000","-99.000","-99.000","22.100","","19.900",""
"C0T9F0","2020-02-07 03:00:00","251.000","328.000","0.700","16.400","0.860","989.800","","0.000","-99.000","-99.000","-99.000","17.200","","16.400",""
"C0D390","2020-02-07 03:00:00","146.000","0.000","0.000","15.000","0.930","1002.600","","0.500","-99.000","-99.000","-99.000","16.800","","15.000",""
"C0E430","2020-02-07 03:00:00","258.000","6.000","1.200","14.600","0.960","994.500","","1.000","-99.000","-99.000","-99.000","15.500","","14.600",""
"C0O990","2020-02-07 03:00:00","18.000","342.000","1.600","16.700","0.990","1017.300","","0.000","-99.000","-99.000","-99.000","17.600","","16.700",""
"CM0010","2020-02-07 03:00:00","68.000","0.000","0.000","16.800","0.840","1012.700","","0.000","-99.000","-99.000","-99.000","18.300","","16.800",""
"C0K500","2020-02-07 03:00:00","12.000","7.000","4.800","17.100","0.970","1017.700","","0.000","-99.000","-99.000","-99.000","17.200","","16.200",""
"C0X260","2020-02-07 03:00:00","39.000","23.000","3.000","16.600","0.950","1016.000","","0.000","-99.000","-99.000","-99.000","16.900","","16.200",""
"C0ACA0","2020-02-07 03:00:00","25.000","297.000","1.200","15.800","0.940","1016.800","","0.000","-99.000","-99.000","-99.000","17.600","","15.800",""
"C0X180","2020-02-07 03:00:00","62.000","341.000","1.200","16.500","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","17.200","","16.400",""
"C0F930","2020-02-07 03:00:00","100.000","13.000","0.900","15.400","1.000","1008.700","","0.000","6.200","306.000","","16.700","","15.400",""
"C0I010","2020-02-07 03:00:00","1562.000","83.000","0.300","12.700","0.660","851.800","","0.000","-99.000","-99.000","-99.000","13.000","","10.900",""
"C0R190","2020-02-07 03:00:00","32.000","0.000","0.100","15.100","0.990","1014.500","","0.000","-99.000","-99.000","-99.000","16.400","","15.100",""
"C0E420","2020-02-07 03:00:00","19.000","17.000","4.000","14.100","0.940","1017.500","","0.000","-99.000","-99.000","-99.000","16.500","","14.100",""
"C0W160","2020-02-07 03:00:00","49.000","31.000","13.300","10.600","0.890","1013.200","","0.000","-99.000","-99.000","-99.000","10.700","","10.300",""
"C0I460","2020-02-07 03:00:00","110.000","27.000","2.100","17.300","0.940","1007.500","","0.000","-99.000","-99.000","-99.000","17.800","","17.200",""
"C0A9F0","2020-02-07 03:00:00","35.000","0.000","0.000","17.100","0.890","1016.600","","0.000","-99.000","-99.000","-99.000","18.500","","17.000",""
"C0F9A0","2020-02-07 03:00:00","425.000","4.000","0.700","15.100","1.000","970.700","","0.000","-99.000","-99.000","-99.000","16.200","","15.100",""
"C0O950","2020-02-07 03:00:00","4.000","342.000","2.700","17.600","0.940","1018.500","","0.000","-99.000","-99.000","-99.000","18.100","","16.700",""
"C0M760","2020-02-07 03:00:00","40.000","4.000","2.300","17.100","0.910","1015.600","","0.000","-99.000","-99.000","-99.000","17.100","","16.700",""
"C0AH70","2020-02-07 03:00:00","34.000","272.000","2.700","16.800","0.780","1016.700","","0.000","-99.000","-99.000","-99.000","18.700","","16.800",""
"C0V250","2020-02-07 03:00:00","298.000","0.000","0.200","13.000","0.980","984.400","","0.000","-99.000","-99.000","-99.000","14.600","","13.000",""
"C0U980","2020-02-07 03:00:00","573.000","309.000","5.400","14.000","1.000","954.500","","0.000","11.100","274.000","","14.200","","14.000",""
"C0S740","2020-02-07 03:00:00","289.000","318.000","0.300","14.400","0.980","987.200","","0.000","-99.000","-99.000","-99.000","16.400","","14.400",""
"C0A940","2020-02-07 03:00:00","49.000","332.000","1.800","15.100","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","17.100","","15.100",""
"C0A920","2020-02-07 03:00:00","196.000","320.000","2.400","14.200","1.000","996.800","","0.500","-99.000","-99.000","-99.000","16.200","","14.200",""
"C0T870","2020-02-07 03:00:00","135.000","0.000","0.100","13.000","0.990","1003.100","","0.000","-99.000","-99.000","-99.000","13.700","","12.900",""
"C0O930","2020-02-07 03:00:00","69.000","0.000","0.000","14.500","1.000","1012.600","","0.000","-99.000","-99.000","-99.000","15.200","","13.600",""
"C0AI40","2020-02-07 03:00:00","37.000","272.000","3.200","16.900","0.810","1016.200","","0.000","-99.000","-99.000","-99.000","18.000","","16.900",""
"C0C460","2020-02-07 03:00:00","482.000","0.000","0.000","13.600","0.980","965.900","","1.000","-99.000","-99.000","-99.000","15.500","","13.600",""
"C0E520","2020-02-07 03:00:00","320.000","64.000","0.700","15.000","1.000","984.600","","0.000","-99.000","-99.000","-99.000","15.400","","15.000",""
"C0T9D0","2020-02-07 03:00:00","7.000","244.000","0.700","16.100","0.980","1018.600","","0.000","-99.000","-99.000","-99.000","16.800","","16.000",""
"CM0110","2020-02-07 03:00:00","7.000","29.000","5.400","16.500","0.840","1020.000","","-99.000","-99.000","-99.000","-99.000","17.700","","16.500",""
"C0S940","2020-02-07 03:00:00","150.000","326.000","1.200","19.500","0.800","1001.100","","0.000","-99.000","-99.000","-99.000","19.500","","18.700",""
"C0X250","2020-02-07 03:00:00","33.000","9.000","2.400","16.800","0.950","1016.200","","0.000","-99.000","-99.000","-99.000","17.100","","16.400",""
"C0K520","2020-02-07 03:00:00","10.000","7.000","3.200","16.900","0.910","1018.100","","0.000","8.700","33.000","","17.300","","16.700",""
"C0Z200","2020-02-07 03:00:00","153.000","244.000","0.300","14.300","0.990","1002.000","","0.000","-99.000","-99.000","-99.000","15.600","","14.100",""
"C0V740","2020-02-07 03:00:00","60.000","334.000","1.100","16.000","1.000","1013.200","","0.000","-99.000","-99.000","-99.000","16.600","","15.700",""
"C0V790","2020-02-07 03:00:00","410.000","29.000","0.700","15.900","0.740","971.000","","0.000","-99.000","-99.000","-99.000","17.000","","15.500",""
"C0G860","2020-02-07 03:00:00","45.000","353.000","2.600","17.500","0.960","1013.700","","0.000","-99.000","-99.000","-99.000","17.600","","17.400",""
"C0F0A0","2020-02-07 03:00:00","3587.000","188.000","1.800","-0.700","1.000","662.400","","0.000","8.700","201.000","","-0.700","","-2.100",""
"C0Z250","2020-02-07 03:00:00","1124.000","275.000","0.700","11.600","0.990","893.600","","0.000","-99.000","-99.000","-99.000","11.800","","11.300",""
"C0K440","2020-02-07 03:00:00","35.000","342.000","7.100","16.800","0.990","1016.200","","0.000","-99.000","-99.000","-99.000","17.000","","16.300",""
"C0T900","2020-02-07 03:00:00","160.000","208.000","0.300","15.400","0.840","998.800","","0.000","-99.000","-99.000","-99.000","16.800","","15.400",""
"C0F9V0","2020-02-07 03:00:00","525.000","24.000","1.800","14.400","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","16.500","","14.400",""
"C0UA20","2020-02-07 03:00:00","2619.000","211.000","4.000","3.400","0.930","-99.000","","0.000","-99.000","-99.000","-99.000","3.800","","3.300",""
"C0M850","2020-02-07 03:00:00","695.000","0.000","0.000","13.800","0.920","939.300","","0.000","-99.000","-99.000","-99.000","15.100","","13.200",""
"C0C620","2020-02-07 03:00:00","19.000","358.000","3.600","14.400","0.950","1017.800","","0.000","-99.000","-99.000","-99.000","17.100","","14.400",""
"C0I360","2020-02-07 03:00:00","300.000","261.000","3.400","15.900","0.950","984.000","","0.000","-99.000","-99.000","-99.000","17.500","","15.900",""
"C0M810","2020-02-07 03:00:00","1354.000","252.000","0.800","13.300","0.710","869.800","","0.000","-99.000","-99.000","-99.000","14.000","","12.100",""
"C0AC80","2020-02-07 03:00:00","40.000","0.000","0.100","16.300","0.940","1015.100","","0.000","-99.000","-99.000","-99.000","17.900","","16.300",""
"CM0140","2020-02-07 03:00:00","26.000","357.000","0.800","19.300","0.760","1016.000","","0.000","-99.000","-99.000","-99.000","19.600","","19.100",""
"C0SA20","2020-02-07 03:00:00","857.000","227.000","2.900","14.900","0.950","922.900","","0.000","-99.000","-99.000","-99.000","15.300","","14.500",""
"C0K490","2020-02-07 03:00:00","91.000","51.000","1.000","16.500","0.930","1009.300","","0.000","-99.000","-99.000","-99.000","17.000","","16.000",""
"C0V820","2020-02-07 03:00:00","441.000","199.000","0.300","13.300","0.910","970.600","","0.000","-99.000","-99.000","-99.000","15.300","","13.300",""
"C0S810","2020-02-07 03:00:00","65.000","342.000","2.000","17.400","0.910","1013.700","","0.000","-99.000","-99.000","-99.000","17.900","","17.300",""
"C0R580","2020-02-07 03:00:00","10.000","5.000","2.500","17.300","0.970","1017.600","","0.000","-99.000","-99.000","-99.000","18.000","","17.300",""
"C0Z330","2020-02-07 03:00:00","488.000","171.000","0.800","15.200","0.990","964.900","","0.000","-99.000","-99.000","-99.000","15.900","","15.000",""
"C0E590","2020-02-07 03:00:00","40.000","6.000","2.600","14.700","0.990","1015.900","","0.000","-99.000","-99.000","-99.000","16.500","","14.700",""
"C0D540","2020-02-07 03:00:00","227.000","23.000","0.600","14.600","0.970","995.500","","0.000","-99.000","-99.000","-99.000","15.900","","14.600",""
"C0K420","2020-02-07 03:00:00","42.000","20.000","3.800","16.800","0.910","1015.100","","0.000","-99.000","-99.000","-99.000","16.800","","16.100",""
"C0Z180","2020-02-07 03:00:00","34.000","194.000","0.800","17.000","0.870","1014.700","","0.000","-99.000","-99.000","-99.000","17.600","","16.800",""
"C0AD10","2020-02-07 03:00:00","27.000","11.000","3.300","14.900","1.000","1017.600","","0.000","8.900","14.000","","17.600","","14.900",""
"C0M720","2020-02-07 03:00:00","225.000","327.000","0.300","15.300","1.000","993.700","","0.000","-99.000","-99.000","-99.000","16.100","","15.100",""
"C0V450","2020-02-07 03:00:00","51.000","356.000","1.300","17.200","0.990","1012.600","","0.000","-99.000","-99.000","-99.000","17.500","","17.100",""
"C0R280","2020-02-07 03:00:00","242.000","0.000","0.000","17.900","0.970","990.800","","0.000","-99.000","-99.000","-99.000","18.700","","17.900",""
"C0E610","2020-02-07 03:00:00","850.000","0.000","0.000","12.200","0.960","924.700","","0.000","-99.000","-99.000","-99.000","13.200","","12.200",""
"C0V610","2020-02-07 03:00:00","22.000","354.000","2.500","16.600","0.940","1016.600","","0.000","-99.000","-99.000","-99.000","17.200","","16.600",""
"C0Z310","2020-02-07 03:00:00","59.000","360.000","1.300","18.000","0.880","1012.400","","0.000","-99.000","-99.000","-99.000","18.400","","17.800",""
"C0S700","2020-02-07 03:00:00","507.000","204.000","1.200","15.700","0.880","962.300","","0.000","-99.000","-99.000","-99.000","15.800","","15.200",""
"C0T9G0","2020-02-07 03:00:00","605.000","25.000","0.800","15.400","1.000","951.700","","0.000","-99.000","-99.000","-99.000","15.800","","15.100",""
"C0U520","2020-02-07 03:00:00","517.000","239.000","1.800","14.100","0.990","962.200","","0.000","-99.000","-99.000","-99.000","14.200","","13.800",""
"C0E750","2020-02-07 03:00:00","62.000","24.000","3.100","14.800","0.960","1014.800","","0.500","-99.000","-99.000","-99.000","16.800","","14.800",""
"C0G660","2020-02-07 03:00:00","27.000","4.000","3.300","17.100","0.930","1018.900","","0.000","-99.000","-99.000","-99.000","17.700","","17.100",""
"C0W140","2020-02-07 03:00:00","21.000","62.000","1.800","12.300","0.870","1020.400","","0.000","-99.000","-99.000","-99.000","12.500","","12.200",""
"C0U720","2020-02-07 03:00:00","1260.000","262.000","0.700","12.500","1.000","890.700","","0.000","-99.000","-99.000","-99.000","12.500","","11.600",""
"C0R690","2020-02-07 03:00:00","248.000","38.000","0.700","18.500","0.950","989.200","","0.000","-99.000","-99.000","-99.000","19.800","","18.400",""
"C0X150","2020-02-07 03:00:00","18.000","9.000","3.600","17.100","0.960","1019.500","","0.000","-99.000","-99.000","-99.000","18.200","","16.700",""
"C0Z050","2020-02-07 03:00:00","830.000","271.000","0.300","12.800","0.780","927.200","","0.000","-99.000","-99.000","-99.000","13.500","","12.300",""
"C0I490","2020-02-07 03:00:00","1601.000","352.000","0.600","11.600","0.760","845.300","","0.000","-99.000","-99.000","-99.000","12.000","","11.000",""
"C0I090","2020-02-07 03:00:00","910.000","237.000","1.700","13.500","0.990","917.600","","0.000","-99.000","-99.000","-99.000","15.100","","13.100",""
"C0X240","2020-02-07 03:00:00","394.000","0.000","0.000","14.300","0.970","975.000","","0.000","-99.000","-99.000","-99.000","14.600","","13.800",""
"C0S990","2020-02-07 03:00:00","409.000","0.000","0.000","19.600","0.860","972.500","","0.000","-99.000","-99.000","-99.000","19.800","","19.200",""
"C0E850","2020-02-07 03:00:00","104.000","356.000","0.900","15.000","0.960","1008.800","","1.000","-99.000","-99.000","-99.000","16.100","","15.000",""
"C0T9B0","2020-02-07 03:00:00","558.000","286.000","1.500","15.800","0.790","955.800","","0.000","-99.000","-99.000","-99.000","16.400","","15.300",""
"C0G650","2020-02-07 03:00:00","34.000","358.000","1.800","17.800","0.990","1016.100","","0.000","-99.000","-99.000","-99.000","17.900","","17.600",""
"C0K580","2020-02-07 03:00:00","26.000","359.000","2.900","17.200","0.990","1018.600","","0.000","-99.000","-99.000","-99.000","17.300","","16.400",""
"C0X050","2020-02-07 03:00:00","25.000","24.000","3.400","16.600","0.990","1016.100","","0.000","-99.000","-99.000","-99.000","17.200","","16.500",""
"CM0100","2020-02-07 03:00:00","25.000","44.000","2.600","14.600","0.860","1018.400","","0.500","8.400","53.000","","17.000","","14.600",""
"C0AC70","2020-02-07 03:00:00","71.000","259.000","0.500","16.400","0.890","1011.700","","0.000","-99.000","-99.000","-99.000","18.400","","16.400",""
"CM0130","2020-02-07 03:00:00","11.000","343.000","5.800","18.400","0.830","1019.200","","0.000","-99.000","-99.000","-99.000","18.400","","17.800",""
"C0W110","2020-02-07 03:00:00","16.000","-99.000","-99.000","10.900","0.830","1021.500","","2.000","-99.000","-99.000","-99.000","10.900","","9.900",""
"C0R670","2020-02-07 03:00:00","26.000","53.000","0.700","20.100","0.840","1016.300","","0.000","-99.000","-99.000","-99.000","21.600","","20.100",""
"C0X120","2020-02-07 03:00:00","28.000","345.000","3.500","17.000","0.960","1017.900","","0.000","-99.000","-99.000","-99.000","17.700","","16.500",""
"C0R100","2020-02-07 03:00:00","1006.000","293.000","0.600","13.800","0.760","907.000","","0.000","-99.000","-99.000","-99.000","14.200","","12.800",""
"C0C700","2020-02-07 03:00:00","151.000","6.000","2.000","13.700","0.970","1003.900","","1.000","7.800","355.000","","16.000","","13.700",""
"CM0190","2020-02-07 03:00:00","280.000","10.000","3.200","14.900","0.900","989.600","","0.000","-99.000","-99.000","-99.000","15.200","","14.800",""
"C0W130","2020-02-07 03:00:00","18.000","22.000","5.800","16.700","0.890","1016.900","","0.000","12.200","28.000","","17.300","","16.600",""
"C0F9R0","2020-02-07 03:00:00","20.000","38.000","4.100","15.900","1.000","1019.200","","0.000","-99.000","-99.000","-99.000","17.200","","15.900",""
"C0V660","2020-02-07 03:00:00","25.000","359.000","2.900","17.100","0.950","1017.500","","0.000","-99.000","-99.000","-99.000","17.700","","17.100",""
"C0G780","2020-02-07 03:00:00","27.000","16.000","3.200","16.800","0.940","1017.100","","0.000","-99.000","-99.000","-99.000","17.600","","16.800",""
"C0C590","2020-02-07 03:00:00","72.000","350.000","2.100","13.600","0.960","1012.400","","1.000","-99.000","-99.000","-99.000","16.200","","13.600",""
"C0M790","2020-02-07 03:00:00","15.000","17.000","1.400","17.000","0.900","1017.100","","0.000","-99.000","-99.000","-99.000","17.000","","16.300",""
"C0R130","2020-02-07 03:00:00","1040.000","72.000","1.100","14.100","0.700","900.900","","0.000","-99.000","-99.000","-99.000","16.400","","14.100",""
